particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
1920,550,9.2,1.3,5.4,0.1,0.4,4.1,1.5,0.97
1920,550,3.5,8.7,7.9,3.3,0.2,3.5,9.5,0.84
1920,450,4.4,8.5,3.0,0.2,7.1,1.9,0.3,0.59
1920,350,9.7,6.4,4.1,0.9,1.6,0.2,4.5,0.58
1920,50,4.5,1.7,0.1,2.2,1.3,0.1,8.0,0.86
1920,50,7.5,1.8,1.3,4.9,0.8,1.2,7.3,0.80
1920,250,9.0,5.6,8.9,6.6,2.1,4.6,8.8,0.99
1920,500,7.8,4.9,6.5,3.0,1.3,3.4,0.9,0.74
1920,150,5.4,9.7,1.9,1.7,3.5,0.0,1.4,0.72
1920,100,3.8,2.0,0.5,1.1,1.8,0.5,3.6,0.82
1920,100,4.0,9.8,3.2,1.0,2.4,1.9,7.8,0.62
1920,250,6.7,4.7,1.0,1.4,2.4,0.7,7.5,0.68
1920,250,3.2,1.4,9.5,2.5,0.8,3.9,3.4,0.91
1920,350,6.4,6.7,2.8,2.5,5.1,0.6,7.9,0.98
1920,400,1.3,6.9,7.1,1.1,3.4,4.8,2.5,0.90
1920,550,5.8,0.8,4.4,1.7,0.1,1.6,2.0,0.88
1920,400,3.4,7.1,1.5,3.3,1.0,1.4,5.2,0.61
1920,300,8.1,4.1,4.6,2.9,3.8,4.1,8.9,0.65
1920,450,8.7,6.8,3.4,3.2,3.9,0.8,5.8,0.79
1920,200,1.3,3.8,2.9,0.1,2.8,1.6,1.9,0.83
1920,550,1.1,0.9,5.6,1.0,0.3,2.6,9.2,0.87
1920,250,4.2,8.1,0.8,0.0,6.6,0.7,7.3,0.95
1920,400,4.9,2.2,9.9,3.1,1.2,1.8,1.3,0.92
1920,350,8.1,4.3,8.0,0.2,0.2,7.6,2.5,0.85
1920,250,7.0,4.4,6.8,3.5,1.5,0.6,5.7,0.77
1920,500,9.9,3.0,5.1,4.4,1.3,2.8,0.1,0.76
1920,500,5.9,2.9,6.3,5.0,1.7,3.7,1.1,0.83
1920,400,1.9,2.7,9.5,1.8,1.8,7.7,6.1,0.88
1920,150,0.6,9.4,3.2,0.3,2.5,1.3,3.8,0.99
1920,550,1.0,7.3,5.8,1.0,0.3,2.1,3.7,0.98
1920,350,8.7,0.6,0.3,0.7,0.3,0.3,5.8,0.66
1920,250,1.8,7.0,8.1,0.8,5.7,2.7,5.5,0.65
1920,300,3.5,8.2,5.8,2.7,4.9,3.8,2.3,0.63
1920,250,9.4,5.5,6.9,4.4,0.8,1.2,0.7,0.64
1920,400,6.1,10.0,4.0,3.5,6.9,3.3,4.3,0.66
1920,200,3.7,8.7,1.0,1.4,1.2,0.2,8.5,0.69
1920,200,3.7,5.2,1.7,0.8,2.3,0.3,8.0,0.84
1920,300,3.1,8.3,2.0,2.7,4.2,1.1,4.7,0.62
1920,100,0.7,3.9,9.3,0.4,3.3,8.3,1.7,0.77
1920,450,0.8,2.8,2.2,0.7,0.3,1.9,0.4,0.56
1920,100,9.3,5.7,8.8,6.9,3.8,1.1,0.2,0.68
1920,150,9.6,3.1,7.3,0.6,1.4,3.6,3.6,0.53
1920,500,6.1,2.3,9.2,4.4,2.3,7.6,3.0,0.94
1920,100,1.7,4.2,3.5,1.4,1.7,3.3,9.8,0.54
1920,150,7.4,2.5,5.3,1.6,2.4,4.2,2.6,0.60
1920,350,1.5,5.9,3.5,0.9,1.2,0.5,6.5,0.58
1920,400,5.6,6.5,9.8,2.3,0.2,9.8,9.0,0.90
1920,550,7.7,6.6,8.7,5.1,6.5,2.8,9.3,0.56
1920,300,8.9,8.8,3.3,6.2,8.1,1.4,7.2,0.75
1920,100,2.6,1.9,5.2,0.3,0.2,3.2,4.7,0.67
