particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
3840,100,0.3,9.4,7.9,0.2,9.0,0.5,8.5,0.70
3840,250,5.8,5.8,7.0,4.7,1.7,6.5,5.5,0.82
3840,50,9.5,8.7,0.9,3.6,6.2,0.2,8.9,0.77
3840,200,3.1,5.4,5.5,1.6,3.6,1.1,7.9,0.87
3840,200,3.5,2.7,0.3,0.1,1.9,0.3,0.8,0.51
3840,150,5.2,4.7,6.7,0.5,3.7,3.5,7.3,0.85
3840,50,9.6,8.0,6.3,5.0,1.1,4.6,1.1,0.67
3840,50,9.0,6.3,0.1,5.3,1.1,0.1,3.9,0.65
3840,100,7.7,3.5,8.3,7.4,1.7,0.4,1.6,0.74
3840,150,8.3,9.5,5.9,7.8,3.9,1.9,7.4,0.95
3840,200,5.9,6.2,8.5,4.2,0.2,4.1,7.5,0.55
3840,150,8.1,0.9,3.9,7.3,0.1,2.6,4.1,0.92
3840,350,7.0,4.8,8.2,3.4,1.9,5.0,6.1,0.86
3840,150,4.2,9.3,0.4,1.4,1.9,0.1,1.4,0.71
3840,100,1.0,5.6,8.6,0.2,1.3,0.4,4.6,0.94
3840,150,9.4,3.2,2.3,5.9,0.7,2.3,2.5,0.50
3840,250,6.4,0.4,9.1,5.4,0.1,7.0,1.4,0.80
3840,300,4.0,7.7,4.3,2.4,1.0,1.9,9.0,0.80
3840,100,1.6,6.1,7.7,0.2,0.0,6.9,0.5,0.57
3840,100,5.3,5.6,3.5,0.9,3.3,0.1,3.6,0.58
3840,100,5.6,5.0,5.3,5.4,2.9,2.0,9.4,0.73
3840,50,1.4,8.3,6.1,1.2,4.4,4.3,9.3,0.98
3840,100,6.0,1.0,0.7,2.3,0.1,0.4,1.2,0.89
3840,250,8.4,8.4,8.7,7.5,6.0,1.5,0.1,0.56
3840,50,2.0,6.5,3.6,0.8,4.0,2.1,7.0,0.56
3840,100,6.6,7.4,5.2,4.8,4.3,4.7,5.3,0.84
3840,150,4.6,4.5,3.5,3.2,0.1,1.2,3.2,0.76
3840,300,8.9,0.2,0.2,3.2,0.1,0.2,3.0,0.74
3840,100,8.5,8.9,9.0,4.5,4.2,4.6,1.6,0.63
3840,200,3.2,4.0,2.0,0.6,2.2,1.5,6.0,0.98
3840,250,9.6,4.2,8.0,9.5,2.7,3.1,9.9,0.57
3840,200,4.2,5.9,6.9,3.4,3.6,0.4,6.8,0.60
3840,50,0.5,7.3,3.7,0.4,4.0,2.4,9.6,0.93
3840,50,0.8,6.8,9.8,0.1,6.7,6.3,0.7,0.97
3840,50,7.7,9.0,2.9,2.2,8.2,1.8,6.5,0.90
3840,250,2.7,9.9,7.1,1.7,7.5,1.1,2.7,0.72
3840,200,1.5,8.4,10.0,0.3,3.6,7.0,8.5,0.72
3840,200,1.7,3.0,5.1,0.6,1.1,3.4,8.6,0.54
3840,300,8.0,1.1,2.4,5.9,0.0,2.4,1.9,0.79
3840,100,0.5,8.2,8.8,0.1,5.0,6.5,5.9,0.64
3840,50,2.4,3.1,2.7,2.1,1.7,0.2,4.4,0.52
3840,300,7.1,9.3,9.4,5.2,4.6,1.3,3.8,0.96
3840,150,2.8,1.3,6.4,0.1,0.5,4.4,2.8,0.72
3840,250,4.6,1.6,1.6,0.9,1.2,0.1,9.6,0.78
3840,50,7.5,3.4,7.5,4.3,0.5,5.2,2.4,0.53
3840,250,1.3,0.3,0.4,0.2,0.0,0.3,5.2,0.89
3840,200,5.5,2.2,7.2,1.6,0.4,6.9,5.3,0.66
3840,150,6.8,9.1,8.1,2.8,0.7,1.9,4.3,0.63
3840,200,2.3,3.9,6.9,1.6,1.7,1.9,7.6,0.71
3840,250,8.5,3.6,9.7,1.9,1.6,5.5,9.4,0.69
