particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
4480,100,2.8,1.7,3.6,2.5,0.9,3.4,5.6,0.66
4480,200,1.0,9.0,9.4,0.6,6.2,8.0,6.4,0.80
4480,200,3.7,8.1,7.0,2.5,2.2,1.7,8.5,0.88
4480,50,9.3,4.9,6.6,3.2,3.9,4.6,6.8,0.74
4480,200,4.7,9.2,1.4,1.3,7.2,0.1,0.9,0.55
4480,100,3.4,4.4,0.1,0.5,2.7,0.1,7.8,0.73
4480,100,8.9,8.9,0.6,7.7,5.0,0.1,1.6,0.55
4480,200,5.1,6.9,6.0,0.5,4.4,4.0,8.1,0.59
4480,200,0.8,6.1,7.5,0.3,1.6,5.5,3.6,0.54
4480,200,6.3,5.3,5.0,6.2,2.1,3.1,6.9,0.95
4480,200,7.1,4.8,6.4,5.0,2.8,4.5,3.4,0.75
4480,200,7.6,8.0,1.5,6.5,2.3,0.1,1.8,0.85
4480,50,7.2,8.7,1.3,6.6,0.6,1.2,4.3,0.91
4480,50,8.7,0.4,8.2,8.2,0.2,4.9,5.5,0.77
4480,50,0.7,8.2,4.2,0.1,3.8,1.4,7.4,0.79
4480,50,1.5,5.3,1.7,0.5,4.2,0.3,7.0,0.96
4480,100,3.6,9.1,2.8,2.2,8.2,2.3,6.2,0.90
4480,100,4.6,1.3,9.7,2.3,0.5,8.9,2.8,0.64
4480,200,3.9,7.8,3.1,1.7,1.6,0.4,5.9,0.72
4480,50,6.7,2.7,5.3,4.7,0.9,1.3,3.1,0.68
4480,150,5.7,5.4,1.8,1.9,4.6,1.6,3.0,0.64
4480,50,2.9,7.7,8.5,2.2,7.1,5.7,3.8,0.99
4480,50,2.4,4.3,5.4,0.7,0.1,0.5,2.9,0.98
4480,200,8.1,0.4,7.0,6.5,0.2,0.5,3.1,0.60
4480,50,9.3,1.1,5.0,0.5,0.1,0.2,3.3,0.91
4480,150,7.9,2.4,0.2,0.3,1.5,0.0,1.7,0.66
4480,50,3.2,4.1,5.7,2.3,3.7,2.1,7.5,0.92
4480,100,7.9,3.5,2.2,7.5,1.6,1.8,4.0,0.93
4480,100,5.5,7.3,2.6,4.9,5.9,1.2,9.7,0.81
4480,200,9.8,3.9,5.5,6.0,1.9,0.0,2.4,0.57
4480,150,9.9,7.8,4.4,7.3,4.9,4.3,4.6,0.83
4480,150,6.8,9.4,0.5,4.1,6.2,0.1,8.7,0.88
4480,200,1.6,0.8,3.8,0.7,0.5,2.1,0.7,0.82
4480,200,7.3,7.9,2.0,5.0,7.1,1.4,0.3,0.69
4480,150,0.2,5.7,5.1,0.1,5.4,1.4,3.2,0.84
4480,50,10.0,7.4,3.9,3.8,1.8,3.1,6.7,0.74
4480,200,3.3,7.1,5.5,0.0,5.2,1.7,0.6,0.94
4480,150,0.4,6.6,9.9,0.1,3.2,0.8,8.8,0.62
4480,50,1.4,5.2,8.7,1.4,3.6,5.3,1.0,0.75
4480,200,7.4,3.2,4.8,6.7,2.9,3.7,7.3,0.99
4480,200,6.2,5.8,9.6,4.4,1.7,4.1,9.5,0.79
4480,150,8.6,3.4,1.5,6.2,2.9,0.3,2.1,0.78
4480,200,1.8,5.9,1.6,0.4,5.7,0.2,7.4,0.86
4480,50,9.1,9.9,8.3,2.5,3.1,7.4,5.1,0.94
4480,100,9.1,0.3,7.5,8.9,0.1,6.8,7.6,0.73
4480,100,2.7,4.3,8.8,1.7,2.9,8.8,5.4,0.66
4480,100,3.0,1.1,2.7,0.4,0.5,1.3,0.2,0.67
4480,100,8.2,5.8,2.0,5.1,4.2,0.6,7.2,0.80
4480,150,5.5,7.2,2.4,3.7,4.5,1.6,0.7,0.97
4480,150,1.3,4.6,9.5,0.1,0.0,4.8,9.2,0.90
