particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
5120,50,3.7,6.3,3.9,2.3,2.7,2.8,7.7,0.87
5120,100,2.9,1.2,2.3,0.9,0.6,0.3,9.8,0.50
5120,150,3.8,8.7,6.0,0.9,0.1,3.2,8.3,0.59
5120,150,1.0,4.1,2.8,0.7,3.9,2.3,4.0,0.86
5120,100,9.5,4.4,3.2,8.3,0.2,0.7,7.8,0.77
5120,100,2.3,5.5,7.9,1.4,0.7,4.1,9.5,0.89
5120,50,4.7,4.0,8.6,2.5,2.1,2.4,1.4,0.66
5120,50,2.7,2.1,4.3,0.9,0.4,2.1,5.3,0.86
5120,150,3.6,3.6,4.0,1.4,0.3,2.8,1.3,0.78
5120,150,7.6,4.2,1.4,7.4,3.7,0.8,5.4,0.80
5120,50,8.4,2.1,6.5,3.6,0.2,5.5,4.5,0.65
5120,100,1.6,9.2,3.4,0.5,9.0,1.2,4.2,0.85
5120,150,9.3,8.5,4.7,1.9,5.8,1.9,9.1,0.93
5120,150,5.2,6.4,4.8,4.8,5.7,4.3,2.9,0.97
5120,100,7.1,4.3,2.2,3.4,3.3,0.9,3.3,0.51
5120,100,9.0,3.7,2.4,6.1,1.9,0.2,7.2,0.63
5120,50,4.1,8.8,3.0,0.1,8.0,0.4,9.5,0.58
5120,150,3.0,5.7,3.3,2.9,1.6,1.2,0.3,0.79
5120,150,6.0,3.5,3.8,5.3,3.3,3.3,3.0,0.70
5120,150,8.9,9.7,9.6,6.3,5.6,2.9,5.5,0.85
5120,100,7.8,1.1,3.7,6.3,0.4,3.5,8.4,0.70
5120,100,4.7,0.7,0.7,1.1,0.3,0.4,9.7,0.61
5120,50,8.7,7.0,2.1,7.9,5.2,0.1,0.5,0.90
5120,50,5.0,3.0,4.1,1.3,0.5,4.0,0.6,0.87
5120,150,5.4,0.4,8.3,3.2,0.3,3.8,2.2,0.76
5120,150,0.7,8.5,5.5,0.3,7.8,4.9,2.4,0.72
5120,100,3.3,6.0,2.1,0.3,4.4,2.1,8.5,0.94
5120,150,4.0,3.2,0.1,3.9,1.1,0.0,3.7,0.84
5120,50,1.9,5.8,5.3,0.3,0.7,1.4,6.5,0.75
5120,50,7.5,0.5,4.6,2.0,0.4,1.9,8.1,0.65
5120,50,10.0,9.1,8.8,2.0,7.2,2.8,7.3,0.57
5120,150,7.7,7.6,3.9,5.3,5.0,3.4,9.7,0.84
5120,100,7.9,8.3,1.0,0.1,6.7,0.4,6.3,0.71
5120,150,3.0,5.1,6.8,1.3,1.4,6.3,8.9,0.62
5120,50,2.5,2.3,1.7,0.3,1.5,1.0,1.2,0.56
5120,50,7.4,6.2,6.9,0.8,4.1,3.3,5.6,0.94
5120,100,6.3,8.0,7.4,0.5,8.0,3.4,5.7,0.69
5120,100,4.2,8.0,9.4,2.4,1.7,9.1,9.2,0.83
5120,100,6.9,7.7,5.2,6.8,3.2,4.8,1.7,0.81
5120,100,9.4,9.4,8.7,0.4,5.9,5.8,7.9,0.52
5120,50,1.8,6.6,6.0,0.8,2.9,2.6,7.0,0.99
5120,150,9.8,7.0,5.9,5.3,4.1,2.9,9.4,0.81
5120,50,3.6,9.2,9.0,0.1,3.7,5.4,7.3,0.96
5120,150,0.3,5.4,0.2,0.2,4.2,0.1,6.9,0.71
5120,150,0.4,9.0,5.9,0.2,7.8,1.5,7.4,1.00
5120,150,7.0,4.9,6.2,5.9,3.3,2.0,3.4,0.53
5120,100,5.5,1.6,0.6,5.3,0.1,0.2,1.6,0.64
5120,50,2.6,6.8,8.1,2.0,0.7,6.1,6.8,0.55
5120,50,8.8,6.9,5.6,4.1,2.3,1.0,2.9,0.69
5120,100,1.0,1.8,7.1,0.2,0.8,5.0,1.9,0.80
