particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
3200,150,9.0,6.2,9.1,3.8,1.2,3.6,5.2,0.88
3200,150,2.0,6.7,5.1,0.8,2.1,0.7,0.1,0.86
3200,100,4.7,7.1,9.4,0.2,4.4,3.1,8.1,0.70
3200,50,5.8,7.6,9.2,0.3,3.4,2.0,5.7,0.54
3200,300,1.8,2.7,9.7,0.3,1.9,3.5,7.6,0.76
3200,200,1.6,4.3,2.2,0.6,1.5,1.2,3.4,0.90
3200,350,8.9,3.6,2.6,0.7,0.6,1.7,7.1,0.71
3200,50,4.6,6.1,7.3,3.8,3.2,1.8,1.4,0.55
3200,250,6.3,6.4,5.3,3.4,0.4,1.8,4.7,0.95
3200,200,5.2,9.7,2.4,3.2,8.7,0.6,7.0,0.93
3200,350,0.1,9.8,0.5,0.1,3.7,0.2,4.8,0.96
3200,350,8.5,5.7,6.5,5.7,4.0,0.4,8.5,0.72
3200,350,9.5,3.1,3.4,2.3,1.5,2.5,3.2,0.99
3200,300,1.7,8.2,4.4,1.2,3.8,3.7,3.9,0.75
3200,300,4.0,6.6,6.1,2.9,1.6,1.0,2.5,0.62
3200,100,2.8,4.9,3.3,1.9,3.1,0.1,9.9,0.77
3200,300,9.1,3.8,1.1,7.2,0.0,1.0,0.5,0.66
3200,100,7.4,5.2,0.4,0.8,1.6,0.3,2.6,0.76
3200,300,8.0,6.5,6.1,3.7,3.8,5.6,2.4,0.65
3200,350,9.2,9.6,2.1,1.8,1.1,0.2,1.0,0.91
3200,50,9.7,6.2,6.6,0.9,1.7,4.3,0.6,0.95
3200,200,6.9,1.7,4.2,2.3,1.6,2.0,8.9,0.57
3200,350,3.8,3.6,1.7,2.9,0.3,0.9,8.2,0.75
3200,150,5.3,2.6,4.5,1.2,1.5,1.8,9.1,0.69
3200,200,0.8,4.7,3.9,0.4,1.1,3.7,3.4,0.86
3840,100,3.9,7.6,4.2,2.4,4.9,0.7,9.8,0.63
3840,250,9.7,5.1,1.2,0.0,1.0,0.0,8.3,0.94
3840,300,2.9,6.8,4.8,0.8,0.2,2.2,0.8,0.95
3840,50,7.0,6.0,0.8,2.4,4.2,0.4,9.5,0.59
3840,200,4.4,2.9,3.3,3.5,2.3,0.4,6.4,0.67
3840,300,9.1,8.8,2.3,3.0,5.0,1.8,0.2,0.55
3840,200,6.5,2.0,4.6,1.7,0.8,2.8,8.7,0.92
3840,250,8.6,6.3,8.7,6.6,5.7,7.2,7.3,0.84
3840,100,8.2,9.8,5.5,4.8,9.5,2.8,7.7,0.60
3840,300,8.7,9.6,4.1,0.1,6.4,1.6,0.9,0.93
3840,100,7.2,5.3,1.0,6.0,0.5,0.8,2.3,0.85
3840,50,2.6,7.0,6.2,2.4,3.6,2.5,5.8,0.87
3840,50,7.9,7.3,9.7,5.3,2.8,2.4,3.7,0.99
3840,50,8.9,2.5,6.2,8.6,1.5,5.4,1.4,0.77
3840,150,5.7,5.5,4.0,3.1,4.8,3.4,4.8,0.53
3840,50,3.7,4.0,3.2,3.4,0.1,2.8,6.9,0.92
3840,150,1.0,1.8,4.4,0.7,1.4,1.2,2.2,0.90
3840,100,3.0,2.2,4.2,0.4,0.6,1.5,4.0,0.55
3840,300,1.6,5.8,5.6,1.1,4.7,3.1,5.8,0.54
3840,200,2.5,2.6,5.0,2.1,2.4,1.4,8.1,0.88
3840,50,3.4,2.6,6.0,1.6,1.7,3.0,0.5,0.99
3840,100,2.7,6.7,2.8,1.2,5.9,1.2,3.9,0.74
3840,250,6.1,1.1,1.9,1.8,1.0,1.9,2.0,0.61
3840,250,5.5,1.9,1.7,1.4,0.3,1.3,3.5,0.96
3840,100,3.1,7.1,4.7,1.6,4.8,0.5,5.0,0.56
