particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
640,600,2.4,2.4,4.7,0.7,2.4,0.6,7.5,0.89
640,250,5.3,8.3,0.5,2.8,7.7,0.1,7.6,0.88
640,400,7.9,6.4,5.4,6.0,5.5,2.7,9.5,0.93
640,250,5.6,9.1,8.6,1.4,8.8,7.0,5.6,0.94
640,700,9.3,8.0,9.8,3.4,1.4,0.1,6.5,0.65
640,400,5.4,8.7,8.3,0.7,4.4,6.5,6.1,0.55
640,200,3.4,8.9,2.1,1.9,6.7,0.7,4.1,0.97
640,500,2.9,6.8,8.0,0.0,2.2,5.2,4.5,0.53
640,450,4.5,3.1,0.8,2.4,0.7,0.4,1.5,0.81
640,400,0.6,3.9,4.0,0.0,3.1,0.1,0.1,0.90
640,100,9.4,4.4,6.6,0.1,2.0,6.0,0.7,0.95
640,300,4.0,1.0,5.0,0.3,0.1,4.3,8.2,0.80
640,200,5.5,2.2,2.6,0.6,1.3,2.2,1.8,0.81
640,500,7.5,4.2,3.5,5.2,1.2,2.6,6.6,0.74
640,550,9.8,2.6,0.4,9.7,1.3,0.1,7.6,0.74
640,350,7.2,6.9,4.7,1.5,6.3,2.8,8.1,0.90
640,150,3.4,7.6,5.6,1.9,2.5,2.6,9.3,0.71
640,50,9.6,7.5,4.5,9.4,0.8,0.5,9.7,0.87
640,550,9.3,1.7,9.9,1.7,0.5,0.6,3.4,0.55
640,250,0.8,6.2,5.0,0.2,2.2,3.9,0.6,0.52
640,700,8.7,8.2,4.2,5.1,3.3,2.6,7.1,0.98
640,750,5.7,6.1,3.6,0.7,5.9,1.8,8.8,0.68
640,150,2.9,9.1,9.2,0.5,8.6,0.9,4.5,0.54
640,100,1.5,9.8,9.3,0.5,2.7,4.7,0.3,0.70
640,250,8.8,6.3,6.5,6.8,1.4,0.6,6.5,0.57
640,300,1.5,0.2,1.5,0.3,0.0,0.5,1.5,0.70
640,650,1.0,2.8,0.5,1.0,1.0,0.1,5.3,0.67
640,150,5.2,9.2,1.9,4.1,6.2,1.1,6.4,0.60
640,250,1.3,5.1,4.5,0.5,3.3,2.3,2.3,0.81
640,550,8.0,0.9,1.7,7.8,0.3,0.4,6.3,1.00
640,650,7.3,9.5,3.8,4.2,2.4,1.7,5.1,0.51
640,50,7.7,8.9,5.8,7.1,3.8,4.7,9.1,0.84
640,150,0.1,3.5,7.3,0.0,2.0,5.2,4.8,0.50
640,500,4.9,1.8,9.1,1.1,1.6,7.3,2.1,0.77
640,250,6.1,1.2,7.6,2.9,0.7,7.5,8.7,0.83
640,400,7.6,9.5,7.1,3.7,2.1,0.0,0.4,0.64
640,600,9.0,4.9,6.9,7.7,3.7,3.3,2.0,0.85
640,200,4.1,1.0,6.9,3.3,0.3,6.1,2.8,0.98
640,650,1.1,2.3,5.2,0.8,0.1,4.0,2.5,0.62
640,750,2.5,8.7,1.8,2.3,7.1,0.9,8.8,0.97
640,200,4.2,1.1,2.8,0.6,0.9,2.6,3.3,0.82
640,100,6.7,7.5,9.0,4.0,1.4,5.5,6.8,0.95
640,750,6.6,7.0,5.3,5.9,5.9,1.1,4.4,0.52
640,150,9.7,4.7,8.4,8.8,1.4,1.4,7.4,0.92
640,700,8.8,3.1,4.5,3.3,3.0,2.0,3.0,0.68
640,350,9.5,5.3,7.9,2.4,0.7,7.0,7.2,0.97
640,600,9.9,7.3,1.4,5.1,5.0,1.2,8.0,0.89
640,550,6.0,0.8,7.5,4.3,0.6,1.3,8.0,0.76
640,650,4.1,6.6,3.7,2.9,5.3,1.7,5.9,0.83
640,300,3.6,0.3,2.6,2.9,0.0,2.4,5.7,0.86
