particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
1280,400,1.9,3.6,0.9,1.4,2.4,0.7,2.7,0.58
1280,450,1.5,5.4,3.3,0.7,3.9,1.1,0.5,0.59
1280,400,1.0,8.2,9.7,0.8,1.2,1.2,8.8,0.85
1280,150,9.4,0.8,4.8,7.1,0.3,1.1,5.1,0.65
1280,300,7.4,1.8,1.8,6.7,0.9,0.5,2.4,0.57
1280,350,1.6,0.2,9.0,0.8,0.2,0.5,0.3,0.51
1280,450,7.2,7.4,3.8,3.9,3.9,2.7,6.0,0.51
1280,150,3.8,8.2,7.2,3.6,6.6,4.4,9.3,0.65
1280,400,6.7,2.1,7.4,6.0,0.3,4.8,6.3,0.74
1280,600,0.2,4.2,1.2,0.1,2.7,1.0,1.6,0.79
1280,100,7.3,4.9,5.7,4.4,1.2,2.1,6.9,0.98
1280,550,8.6,4.8,3.4,4.2,0.1,3.0,9.5,0.99
1280,50,4.8,3.0,5.6,4.6,0.9,4.7,1.7,0.90
1280,150,6.1,1.4,8.5,3.7,0.7,5.8,3.8,0.73
1280,550,5.7,6.7,9.4,4.9,2.5,8.2,3.2,0.67
1280,400,0.3,9.9,7.4,0.0,2.0,2.7,5.7,0.55
1280,100,7.6,4.1,8.9,2.1,0.3,4.2,5.1,0.60
1280,100,1.0,0.7,1.1,0.6,0.7,1.1,7.3,0.66
1280,550,5.4,0.9,8.9,3.7,0.6,0.7,9.4,0.84
1280,600,0.5,9.3,8.5,0.4,6.3,7.0,0.7,0.76
1280,350,8.0,3.3,6.9,0.4,2.2,3.5,3.6,0.92
1280,650,3.3,1.5,8.0,2.7,0.8,2.4,4.8,0.94
1280,100,4.4,5.6,3.2,3.4,3.6,0.3,7.1,0.97
1280,450,6.4,6.6,0.5,1.1,1.8,0.5,4.4,0.91
1280,500,2.4,8.7,0.6,0.6,2.6,0.1,1.4,0.60
1280,50,4.3,9.8,7.5,1.0,7.2,0.3,8.0,0.77
1280,500,0.7,2.3,1.5,0.6,0.3,0.7,2.5,0.68
1280,300,3.6,6.5,3.9,1.4,4.7,2.6,5.6,0.76
1280,400,0.4,1.1,7.2,0.2,0.4,6.1,6.2,0.71
1280,100,6.2,1.7,5.2,4.8,0.8,1.5,5.8,0.81
1280,50,1.7,5.7,4.9,0.7,3.2,0.0,3.8,0.95
1280,300,0.5,5.0,4.9,0.5,2.3,4.6,1.3,0.89
1280,50,2.2,1.2,0.8,0.5,0.8,0.6,1.0,0.54
1280,450,9.9,7.1,2.1,0.2,1.7,1.1,6.7,0.92
1280,200,6.0,8.6,5.5,1.0,0.3,3.3,9.1,0.72
1280,200,0.2,3.4,5.3,0.1,1.6,0.5,1.5,0.67
1280,650,7.0,8.6,5.8,6.2,5.1,1.0,6.1,0.56
1280,550,8.7,5.5,3.9,5.6,2.6,2.8,5.4,0.68
1280,150,2.9,7.0,8.7,1.6,3.5,7.0,0.7,0.92
1280,150,5.3,3.1,4.1,2.8,1.9,0.1,5.0,0.99
1280,550,3.5,7.2,2.9,0.2,1.9,2.7,9.5,0.73
1280,600,3.7,1.9,6.8,0.8,0.6,6.1,2.6,0.65
1280,350,4.1,6.9,2.7,1.6,5.0,2.5,7.9,0.63
1280,500,9.0,4.4,9.5,2.9,2.4,6.0,6.8,0.71
1280,200,1.2,0.6,2.4,0.9,0.3,0.4,7.6,0.74
1280,250,2.5,2.6,4.2,1.6,0.4,1.9,3.5,0.88
1280,450,7.1,0.5,6.6,2.6,0.2,3.0,8.2,0.58
1280,600,1.6,6.2,3.7,0.3,5.8,1.0,9.7,0.57
1280,150,7.9,3.7,9.2,0.4,3.0,1.9,7.2,0.82
1280,150,7.7,6.4,8.2,6.8,6.1,6.3,3.4,0.54
