particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
640,500,6.5,7.4,2.8,6.3,6.6,1.8,6.7,0.56
640,150,1.2,0.7,3.9,0.6,0.3,2.7,6.0,0.87
640,200,0.3,5.8,9.4,0.2,2.7,6.3,9.8,0.72
640,400,9.1,5.1,4.9,7.2,1.9,2.1,9.7,0.89
640,50,6.2,5.3,7.3,2.6,0.3,2.1,1.4,0.79
640,50,3.6,4.0,5.4,0.9,2.1,0.2,8.9,0.69
640,150,7.0,5.7,2.4,5.2,5.7,1.4,3.2,0.84
640,650,6.8,5.8,2.9,6.4,3.6,1.1,4.2,0.68
640,400,2.2,1.6,2.4,1.9,1.1,0.3,8.3,0.72
640,450,5.0,3.6,9.9,3.5,2.0,3.0,4.5,0.75
640,300,1.9,0.5,1.2,1.6,0.0,0.4,8.4,0.51
640,600,8.6,8.0,3.2,1.1,3.3,2.3,5.4,0.95
640,100,3.1,9.6,6.0,1.9,4.5,3.4,0.5,0.99
640,300,3.8,7.6,2.5,3.1,3.4,0.5,3.8,0.84
640,750,7.0,1.3,3.4,0.4,0.1,2.6,2.9,0.91
640,50,4.4,9.7,5.9,0.0,6.9,1.6,3.1,0.58
640,200,3.7,1.9,9.4,0.6,1.1,6.7,7.8,0.66
640,450,1.7,2.4,7.4,0.7,2.3,4.5,8.4,0.60
640,500,0.8,4.1,6.2,0.5,0.7,5.7,1.9,0.73
640,400,2.7,4.5,7.8,1.7,2.4,3.4,5.0,0.64
640,500,5.3,2.6,6.8,2.3,0.4,0.3,5.5,0.63
640,350,9.5,4.7,6.5,3.1,4.2,6.3,7.1,0.61
640,400,0.7,8.4,8.2,0.5,6.0,7.2,1.7,0.71
640,200,8.9,0.5,4.3,1.9,0.1,1.0,5.4,0.76
640,700,8.2,7.9,4.8,2.9,1.3,1.4,8.6,0.93
640,50,2.3,3.4,6.3,2.1,1.2,2.4,1.6,0.66
640,200,3.9,4.8,1.3,1.0,2.4,0.1,3.6,0.62
640,550,4.7,1.2,0.8,2.0,1.0,0.0,1.1,0.54
640,600,5.1,7.2,6.4,0.7,0.6,4.2,6.2,0.63
640,350,7.4,4.0,9.6,6.2,3.1,6.3,5.2,0.92
640,450,1.3,1.7,9.6,0.9,0.1,3.2,7.9,0.62
640,250,5.1,9.4,3.5,4.3,6.8,1.2,9.3,0.57
640,50,3.1,3.2,9.7,2.8,0.7,1.4,0.2,0.69
640,400,8.1,2.7,8.5,3.4,0.0,3.5,1.9,0.82
640,100,6.9,2.9,5.1,5.1,1.1,1.4,2.5,0.78
640,550,0.4,6.7,8.1,0.0,3.3,4.8,9.9,0.94
640,350,8.5,4.3,8.7,2.8,3.9,1.6,7.8,0.79
640,300,7.1,0.6,4.3,6.9,0.6,0.3,2.7,0.62
640,450,3.2,3.8,0.2,0.5,2.6,0.0,5.7,0.78
640,250,5.8,5.5,0.6,0.3,3.2,0.6,0.9,0.87
640,700,3.3,8.6,8.9,1.6,0.4,8.8,3.4,0.74
640,100,4.6,10.0,9.3,3.0,7.0,8.0,8.6,0.59
640,750,1.7,2.0,5.7,1.1,0.8,0.5,1.1,0.65
640,750,2.6,0.3,1.5,2.3,0.2,1.1,0.8,1.00
640,700,6.5,5.2,8.9,4.5,4.4,7.3,5.0,0.88
640,750,5.7,5.6,7.7,0.2,1.1,4.2,10.0,0.67
640,300,2.4,2.0,3.3,1.6,1.7,0.4,1.4,0.51
640,550,6.4,2.5,2.2,0.6,2.5,1.6,1.2,0.99
640,250,8.3,9.4,3.1,4.1,3.7,0.6,2.3,0.57
640,650,0.5,8.5,0.9,0.1,1.8,0.9,9.6,0.65
