particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
1920,550,4.7,0.7,7.2,1.2,0.2,0.7,9.9,0.56
1920,50,1.6,6.0,4.8,0.2,3.5,3.7,2.4,0.99
1920,550,7.4,1.6,7.4,4.5,1.3,6.1,5.3,0.87
1920,500,2.2,9.2,4.5,0.3,5.9,1.4,6.8,0.55
1920,200,4.8,1.1,2.3,2.5,1.0,0.3,5.4,0.89
1920,200,7.1,5.3,9.4,0.9,1.7,6.4,9.8,0.75
1920,100,9.3,6.2,2.4,3.1,4.7,0.2,7.4,0.91
1920,500,4.7,1.5,8.1,4.3,0.9,0.2,6.4,0.67
1920,350,3.1,4.9,9.6,2.5,0.8,7.3,5.1,0.84
1920,450,6.8,2.7,6.0,6.7,0.5,1.7,7.8,0.93
1920,150,2.7,5.4,0.6,1.4,3.6,0.5,4.3,0.96
1920,150,7.6,7.5,1.7,3.4,6.4,1.3,2.7,0.95
1920,150,3.3,0.5,0.7,2.4,0.3,0.2,4.8,0.96
1920,500,1.0,8.8,2.6,0.3,1.8,0.3,4.2,0.71
1920,300,2.8,3.4,1.6,1.6,2.4,1.0,1.3,0.73
1920,150,7.3,7.2,8.5,3.1,5.7,4.1,7.1,0.75
1920,350,9.7,3.9,7.6,2.7,2.3,6.5,6.0,0.52
1920,450,5.2,7.6,4.2,3.4,2.2,0.5,6.6,0.86
1920,50,0.3,8.0,4.7,0.2,5.2,1.1,8.4,0.70
1920,50,5.2,4.8,3.6,3.5,4.5,2.5,9.4,0.51
1920,200,2.5,9.6,6.1,2.2,5.9,2.8,2.9,0.78
1920,400,5.6,1.0,0.2,3.2,1.0,0.0,8.1,0.51
1920,50,6.9,0.8,5.5,6.1,0.8,3.1,2.1,0.93
1920,150,4.4,0.3,3.1,0.9,0.3,0.7,4.4,0.66
1920,200,2.2,8.4,3.8,0.8,6.5,2.3,7.6,0.69
1920,400,0.3,3.1,2.4,0.2,1.0,1.8,0.5,0.82
1920,150,0.9,9.5,8.3,0.1,0.8,0.6,6.6,0.88
1920,400,2.5,8.9,9.3,0.5,8.6,8.4,5.9,0.74
1920,400,5.0,3.5,1.1,0.9,1.0,0.3,5.0,0.72
1920,300,5.9,8.5,1.3,4.2,3.4,0.7,6.8,0.89
1920,350,6.0,4.8,6.1,1.8,3.6,1.8,6.4,0.50
1920,550,8.3,7.7,5.4,5.2,0.6,1.9,3.3,0.92
1920,500,6.7,8.1,9.9,2.7,5.8,3.0,7.0,0.53
1920,300,8.7,0.2,3.7,3.7,0.1,0.8,5.3,0.79
1920,500,5.1,5.0,2.5,3.5,5.0,1.1,9.2,0.54
1920,250,6.3,6.4,8.2,3.5,0.4,4.1,8.9,0.54
1920,450,9.1,7.0,7.3,5.3,2.7,4.1,3.4,0.70
1920,300,10.0,1.3,7.5,8.0,0.6,3.6,9.7,0.97
1920,250,9.8,4.6,6.4,5.4,0.8,2.9,7.7,0.60
1920,450,1.8,2.5,7.0,0.4,0.9,6.5,5.6,0.95
1920,450,1.2,9.2,8.9,1.1,6.2,1.3,1.8,0.83
1920,200,8.2,2.6,7.7,0.5,2.0,7.0,0.6,0.77
1920,100,1.4,7.2,6.8,1.0,0.9,6.7,8.2,0.56
1920,400,0.4,4.5,2.1,0.3,2.2,1.4,6.2,0.63
1920,400,4.3,9.9,0.5,3.9,2.2,0.3,2.8,0.58
1920,450,7.2,5.3,7.8,7.1,2.8,3.0,4.0,0.59
1920,200,8.3,6.5,1.2,2.2,3.6,0.2,0.6,0.85
1920,100,7.9,2.3,4.9,1.9,0.7,3.2,1.0,0.64
1920,100,9.5,1.9,5.9,6.7,1.2,1.6,3.8,0.81
1920,50,0.4,6.1,4.9,0.2,2.6,0.0,1.6,0.73
