particles,iterations,w,c1,c2,min_w,min_c1,min_c2
1920,30,8.3,8.4,7.2,2.6,2.7,4.8
1920,20,6.6,6.9,7.3,3.8,6.6,4.6
1920,30,2.9,4.2,6.6,0.0,1.9,3.4
1920,60,2.3,1.6,5.4,0.4,1.3,4.0
1920,80,5.8,1.0,0.5,2.4,0.4,0.3
1920,50,7.6,3.4,1.3,6.5,2.1,1.2
1920,50,6.1,7.5,8.7,3.8,4.6,2.6
1920,10,7.2,7.8,2.4,0.1,5.0,2.2
1920,20,4.2,7.5,3.8,1.2,2.6,0.3
1920,60,6.3,1.5,0.2,4.9,1.0,0.1
1920,90,7.5,4.7,9.2,3.0,0.4,8.7
1920,20,4.5,6.3,7.8,0.6,1.3,0.6
1920,30,0.3,5.0,3.6,0.3,3.4,3.2
1920,10,0.9,0.2,5.7,0.8,0.0,2.7
1920,60,6.4,6.7,6.0,5.3,3.5,1.1
1920,60,3.3,1.1,8.6,0.3,0.1,4.0
1920,20,5.7,6.9,5.0,3.7,3.0,2.4
1920,30,6.2,1.9,8.4,5.7,0.9,3.7
1920,50,10.0,1.1,1.5,3.0,0.3,0.0
1920,20,0.7,8.6,4.2,0.2,4.9,3.5
1920,50,9.7,9.3,4.1,1.3,6.6,0.3
1920,40,9.1,8.1,7.4,4.5,3.9,2.4
1920,80,9.3,7.1,8.1,3.7,0.3,5.0
1920,60,3.0,5.9,1.2,0.6,1.1,0.5
1920,40,1.6,7.9,3.4,0.1,1.8,2.5
1920,30,5.7,6.4,2.9,0.3,3.1,0.4
1920,70,1.8,5.3,9.9,0.8,3.0,9.5
1920,20,3.4,8.7,6.5,3.3,5.2,4.4
1920,70,9.9,4.6,9.5,8.1,1.1,1.2
1920,80,7.7,1.4,8.3,2.3,1.2,2.5
1920,50,5.4,0.5,4.8,2.1,0.1,0.4
1920,10,4.6,3.6,5.8,3.0,2.5,4.9
1920,80,6.0,3.5,6.2,1.1,1.8,1.5
1920,50,6.7,2.4,8.0,1.0,2.3,4.3
1920,10,8.2,1.3,3.7,5.8,0.2,2.3
1920,80,6.8,0.7,7.6,0.8,0.1,1.6
1920,80,3.1,3.9,4.4,0.2,3.0,3.4
1920,70,5.8,6.8,0.1,4.1,0.7,0.1
1920,80,2.5,5.0,7.7,2.3,1.4,0.9
1920,70,8.9,8.4,3.0,8.5,5.6,1.3
1920,40,4.8,4.5,2.1,0.2,2.5,1.0
1920,90,1.9,9.1,1.7,0.6,1.3,1.6
1920,10,2.4,3.7,9.8,0.9,1.5,2.2
1920,10,5.9,5.2,3.3,2.0,0.5,0.3
1920,30,9.3,5.4,8.8,5.8,2.7,1.3
1920,50,5.0,9.4,8.2,3.3,6.9,2.7
1920,70,1.2,2.1,4.8,0.0,0.1,3.2
1920,60,2.2,4.4,4.0,0.3,3.9,3.1
1920,40,6.2,6.1,7.0,3.0,0.7,5.9
1920,90,7.8,6.2,0.9,0.8,1.9,0.5
