particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
3200,150,1.0,6.9,8.9,0.6,5.0,6.3,6.0,0.80
3200,250,4.3,2.0,2.1,1.6,0.9,0.8,4.0,0.98
3200,300,8.1,6.6,3.6,7.2,2.4,1.0,2.3,0.90
3200,250,4.8,4.3,9.4,3.3,3.5,1.9,2.9,0.74
3200,200,3.7,2.3,6.8,2.7,1.1,5.5,4.5,0.94
3200,100,5.6,4.8,6.0,3.2,1.7,6.0,7.9,0.57
3200,200,7.1,0.4,8.2,2.5,0.4,7.7,1.3,0.64
3200,50,9.9,7.8,0.6,8.3,7.8,0.2,7.0,0.60
3200,250,6.8,9.5,3.6,1.4,3.6,1.4,0.9,0.78
3200,150,4.3,0.8,2.9,1.1,0.7,1.6,6.5,0.63
3200,350,4.9,8.6,3.1,4.2,5.6,2.0,9.5,0.51
3200,150,8.9,5.0,3.7,5.1,0.8,1.2,3.2,0.83
3200,100,2.9,5.0,5.9,2.3,3.6,4.1,0.4,0.99
3200,200,6.4,3.2,1.5,1.9,0.6,1.4,1.1,0.78
3200,150,5.0,0.2,1.1,2.3,0.1,0.5,3.6,0.72
3200,100,5.9,3.0,1.2,0.0,0.2,1.2,9.2,0.58
3200,100,9.8,7.4,8.0,0.2,2.2,0.6,0.9,0.52
3200,250,5.2,9.4,9.6,2.5,1.4,7.5,6.4,0.71
3200,200,1.7,8.2,1.3,1.4,6.5,1.3,2.7,0.50
3200,100,0.5,4.6,0.8,0.5,1.9,0.5,5.9,1.00
3200,100,10.0,9.0,3.8,2.3,7.7,2.3,6.0,0.66
3200,150,2.3,9.1,1.7,2.2,0.8,0.8,7.2,0.76
3200,100,6.2,1.1,7.8,2.4,0.8,3.5,8.5,0.60
3200,50,4.4,7.4,5.6,3.5,5.0,0.2,7.3,0.81
3200,350,8.3,5.9,7.6,8.3,2.6,1.5,5.4,0.69
3200,150,2.5,0.7,4.1,2.3,0.6,3.0,2.1,0.61
3200,150,0.7,8.5,5.2,0.2,3.9,1.0,9.4,0.85
3200,200,3.1,5.5,7.4,2.0,4.4,3.3,3.9,0.81
3200,200,9.3,9.2,2.0,8.2,5.6,1.6,6.8,0.56
3200,150,2.6,1.8,4.0,0.2,1.3,0.7,6.2,0.53
3200,300,0.3,4.0,4.3,0.2,2.0,1.6,9.8,0.89
3200,150,8.8,7.1,4.8,5.7,1.5,3.7,0.3,0.56
3200,50,3.0,8.3,9.9,2.6,6.8,5.0,2.8,0.78
3200,250,1.5,0.9,4.5,0.2,0.3,0.1,9.5,0.96
3200,350,6.0,2.8,8.7,0.4,0.7,2.0,8.4,0.53
3200,50,7.8,3.4,2.6,1.0,1.8,0.6,0.4,0.61
3200,350,1.1,0.6,9.9,0.6,0.5,7.8,5.5,0.73
3200,200,3.5,0.9,1.9,1.9,0.2,0.6,3.7,0.88
3200,300,2.0,3.2,8.6,0.1,1.0,5.9,8.3,0.68
3200,300,6.1,2.1,8.9,5.7,0.3,8.3,2.7,0.99
3200,300,0.7,2.4,7.2,0.1,1.6,5.0,5.6,0.60
3200,50,8.2,9.9,2.8,5.4,9.7,0.8,4.3,0.59
3200,50,3.3,7.3,8.1,1.8,1.0,7.2,9.2,0.82
3200,300,1.2,2.8,6.6,0.9,1.2,4.2,1.2,0.64
3200,250,3.9,5.9,3.1,3.0,1.5,0.3,8.8,0.52
3200,300,7.2,7.5,9.0,3.9,3.9,3.3,1.2,0.72
3200,300,9.6,4.1,7.1,0.9,0.1,1.1,6.5,0.83
3200,150,8.4,2.4,4.3,1.5,0.3,1.3,5.4,0.52
3200,50,3.2,2.0,5.5,2.0,1.1,5.0,1.7,0.63
3200,350,2.1,1.4,8.4,1.6,0.0,4.8,5.0,0.74
