particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
2560,300,1.50,9.00,6.40,1.10,0.80,1.70,7.20,0.53
6400,200,7.70,8.50,9.70,7.00,5.70,7.90,3.00,0.80
5120,400,1.30,1.40,6.90,0.00,0.20,0.90,1.70,0.87
640,150,5.90,9.60,0.40,1.90,5.50,0.10,2.20,0.61
6400,100,6.10,9.10,8.40,5.70,1.60,1.40,7.70,0.78
4480,250,2.20,2.70,8.20,0.40,0.70,5.50,4.70,0.62
3200,200,1.60,6.20,4.40,1.00,2.40,3.20,7.80,0.77
1920,300,0.40,8.80,1.10,0.40,2.80,0.70,0.20,0.75
5120,150,8.60,5.60,1.50,2.10,4.70,1.20,1.30,0.89
2560,200,8.70,5.40,2.30,6.80,4.90,0.50,7.80,0.57
6400,150,6.70,7.60,3.30,3.80,0.20,2.90,5.40,0.57
3200,250,2.60,1.70,8.30,1.90,1.00,5.70,7.50,0.51
6400,300,0.80,2.90,5.00,0.80,0.50,3.70,4.80,0.98
2560,200,6.40,3.30,7.50,3.00,2.70,1.70,0.40,0.88
1920,250,4.20,8.50,9.00,1.20,0.30,1.90,4.60,0.78
1280,50,7.30,9.10,7.60,5.40,5.20,3.80,4.60,0.55
4480,350,9.10,2.70,1.00,0.70,1.50,0.30,6.50,0.63
5760,400,8.40,3.10,9.50,1.90,0.90,0.50,2.00,0.68
2560,400,3.20,0.20,2.90,1.50,0.10,2.40,4.10,0.79
3840,200,3.80,2.20,9.50,3.70,0.70,8.00,4.90,0.83
3840,200,3.70,8.00,7.30,2.50,6.40,5.30,8.00,0.54
1280,200,4.30,6.90,3.80,4.00,2.90,1.70,5.30,0.70
2560,100,2.20,4.60,9.90,0.20,1.00,6.30,2.90,1.00
3200,450,9.50,3.60,1.70,0.60,2.40,0.30,7.40,0.85
2560,150,0.70,6.60,9.20,0.50,6.20,8.60,2.00,0.78
6400,450,1.80,9.10,8.20,0.80,2.80,7.30,1.50,0.81
5760,300,5.80,0.50,6.10,1.60,0.30,4.70,1.00,0.83
3840,100,0.70,2.80,5.60,0.20,2.00,3.80,9.10,0.90
4480,300,5.00,1.20,0.20,0.90,0.70,0.10,2.40,0.60
5120,250,1.50,4.70,5.80,1.20,0.50,1.00,5.20,0.69
640,250,3.10,3.30,4.00,3.00,1.90,1.90,2.30,0.55
1280,100,9.10,9.70,3.30,2.70,3.50,0.40,1.70,0.95
1280,400,9.60,8.50,3.60,2.50,2.20,2.00,1.20,0.83
3840,500,5.70,6.90,4.70,5.10,1.60,4.20,3.50,0.69
5760,300,8.10,2.50,2.10,6.60,0.70,1.60,1.90,0.99
1280,450,1.80,4.10,3.70,1.20,0.90,0.90,1.50,0.66
1280,150,5.90,9.20,6.80,3.50,1.10,0.70,3.00,0.56
1920,450,1.40,3.60,1.90,0.20,0.10,1.50,8.20,0.98
1920,500,0.60,5.30,2.80,0.40,3.50,0.60,7.30,0.68
3200,200,4.80,6.30,6.40,3.20,3.70,1.30,9.40,0.92
3200,100,1.40,6.70,0.50,0.80,4.90,0.40,0.40,0.71
1920,450,3.30,2.00,6.30,3.10,1.60,2.80,8.10,0.95
4480,450,8.60,9.30,9.10,4.90,9.30,8.90,6.10,0.89
1920,150,2.10,1.10,7.20,1.20,1.00,4.40,3.50,0.60
3840,400,2.60,5.50,4.00,0.40,4.00,3.20,7.10,0.81
4480,450,2.60,3.90,9.40,1.40,3.50,2.50,5.10,0.88
1920,300,2.10,0.70,5.10,0.10,0.20,0.60,2.40,0.53
3840,300,9.40,6.70,1.20,2.80,4.80,0.80,1.50,0.90
640,400,1.00,3.10,1.40,0.20,0.30,0.50,0.90,0.54
4480,150,9.50,2.30,5.80,5.10,1.70,5.30,4.20,0.76
3200,350,3.10,6.00,4.30,1.90,4.00,1.30,2.10,0.65
5760,350,8.90,0.60,1.10,5.50,0.60,0.10,7.70,0.73
3200,350,1.90,4.60,5.70,1.50,0.40,1.60,4.00,0.84
3840,450,2.70,5.30,9.40,0.60,3.80,9.10,5.70,0.67
2560,100,6.40,7.80,5.20,0.30,6.20,2.10,0.70,0.66
5760,300,9.30,7.80,6.70,8.60,7.70,5.90,9.10,0.74
6400,450,6.00,2.20,1.30,5.90,0.40,1.00,7.60,0.78
3200,400,3.50,1.90,7.60,1.10,0.40,7.50,2.20,0.62
1280,150,0.40,1.00,6.40,0.30,0.40,4.20,5.00,0.55
1920,250,2.50,2.30,0.70,0.80,0.90,0.10,7.30,0.52
2560,200,2.70,0.10,1.50,0.10,0.10,1.00,9.50,0.64
4480,350,3.70,1.50,7.00,1.60,1.30,2.00,3.90,0.63
4480,250,4.70,1.60,1.00,2.40,0.90,0.20,4.30,0.60
3840,450,7.30,0.50,1.50,3.10,0.10,1.10,1.60,0.83
1280,250,9.50,9.90,2.70,9.20,1.40,0.30,2.80,0.90
1920,450,5.60,8.30,5.60,2.80,2.70,2.80,7.40,0.68
2560,250,7.70,7.60,1.40,3.50,5.80,0.50,6.70,0.70
2560,400,2.90,7.00,1.30,1.30,3.20,0.10,5.20,0.63
3200,250,9.50,3.90,8.10,7.80,2.10,7.50,9.10,0.94
1920,200,1.30,6.90,3.50,0.80,2.20,2.90,1.60,0.95
5760,250,5.10,8.00,2.40,0.10,3.10,2.00,4.70,0.69
1920,200,8.60,9.60,7.20,0.70,6.60,3.20,3.70,0.74
5760,450,2.90,4.00,6.30,0.60,1.00,2.00,8.50,0.85
1280,400,0.20,1.80,3.20,0.10,0.90,1.00,8.70,0.63
3200,450,3.90,1.10,3.90,0.50,1.10,0.90,6.40,0.90
640,350,7.30,7.10,3.60,4.70,4.70,0.30,4.50,0.72
