particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
6400,150,8.70,6.40,1.10,1.10,2.60,1.00,2.30,0.56
640,100,9.70,2.10,5.90,5.40,0.90,0.80,2.50,0.73
3200,50,4.30,5.50,9.90,1.40,1.30,8.00,8.60,0.78
640,200,3.30,9.30,2.60,3.00,7.00,0.40,2.70,0.86
640,400,4.80,9.10,1.60,4.70,0.00,0.90,9.60,0.79
3200,200,6.90,3.70,5.40,0.90,2.10,4.70,4.10,0.64
3200,100,7.70,8.20,3.70,5.70,3.70,1.10,2.90,0.57
640,150,4.00,6.10,5.80,4.00,4.40,2.60,8.10,0.64
2560,500,1.50,2.80,5.80,1.00,1.00,4.40,6.20,0.93
3840,400,1.80,6.70,4.50,0.60,6.70,1.10,8.70,0.81
5120,350,8.70,5.00,3.50,8.30,3.40,3.30,8.40,0.81
3840,150,0.80,8.60,8.80,0.50,4.60,3.90,4.00,0.91
5760,300,3.60,3.10,4.00,1.10,0.80,2.00,6.50,0.79
2560,250,7.50,5.80,9.80,6.40,3.80,0.00,0.30,0.74
2560,500,4.90,4.50,5.70,2.90,0.60,3.20,6.30,0.96
640,400,9.80,3.80,4.00,2.30,2.40,3.40,8.80,0.72
5120,200,6.90,1.30,1.00,0.70,0.60,0.70,8.50,0.85
5760,100,6.30,1.30,7.00,5.80,0.10,5.10,7.70,0.57
3840,500,3.00,2.20,5.10,0.50,1.80,1.40,5.50,0.97
5760,250,7.60,0.10,5.20,0.40,0.10,3.50,3.10,0.94
1280,200,0.50,1.30,4.00,0.10,0.60,0.30,5.70,0.54
1280,450,1.40,3.30,2.20,1.00,0.50,1.30,3.50,0.64
5760,250,5.00,6.90,7.00,2.60,4.60,1.20,1.70,0.56
1920,100,6.50,2.00,0.60,2.00,2.00,0.30,5.40,0.87
1280,450,1.30,7.10,4.70,1.30,0.30,4.40,1.30,0.68
5760,100,6.20,1.50,9.70,1.60,0.20,1.10,2.30,0.73
1920,300,1.10,8.30,2.90,0.50,3.70,1.40,5.00,0.99
2560,150,6.60,7.60,1.20,1.50,6.60,0.80,1.00,0.86
6400,350,9.70,8.40,5.90,1.10,8.40,0.10,0.60,0.59
640,50,2.60,4.60,3.70,2.20,1.40,2.30,8.10,0.89
4480,50,5.00,6.70,5.10,1.60,0.20,2.80,2.20,0.66
3840,150,6.30,9.40,1.20,0.10,4.60,1.20,4.60,0.79
640,50,8.00,9.40,1.40,3.10,7.10,1.30,2.40,0.63
2560,500,1.60,7.70,0.70,1.00,3.60,0.70,4.20,0.76
5120,400,7.50,6.60,7.60,3.20,4.30,3.70,0.20,0.82
2560,300,4.40,7.40,4.90,1.30,6.70,3.30,9.70,0.94
3200,350,7.20,8.00,3.90,1.80,7.80,2.60,9.40,0.53
2560,100,5.20,2.60,1.80,3.90,1.20,0.40,9.60,0.58
1920,400,6.20,6.90,1.30,2.30,3.20,0.70,6.50,0.60
1280,300,0.60,8.20,4.00,0.20,5.30,2.90,4.90,0.80
640,400,6.70,7.70,3.70,1.30,2.50,1.00,7.20,0.90
4480,350,9.90,9.30,5.90,6.80,7.10,1.50,0.60,0.66
3840,200,9.60,6.50,6.20,5.00,3.00,5.10,0.60,0.94
5760,400,4.10,2.70,5.50,1.10,1.40,3.20,7.50,0.79
5760,450,0.20,1.80,3.50,0.20,1.00,2.00,8.80,0.98
3200,500,0.90,3.60,0.50,0.20,2.70,0.10,2.90,0.78
5760,200,6.90,2.20,4.40,3.40,0.70,3.90,6.50,0.63
4480,400,0.50,2.90,3.00,0.20,1.60,0.50,0.20,0.58
4480,500,1.00,5.60,2.40,0.10,2.00,1.70,6.80,0.78
1280,300,7.00,1.60,1.70,6.70,0.00,1.10,8.90,0.74
6400,450,0.10,8.20,8.80,0.10,1.70,0.20,8.70,0.71
