particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
2560,350,4.40,4.40,7.60,2.50,0.40,4.10,5.80,0.96
5120,100,4.50,2.30,8.60,2.50,0.20,7.40,1.70,0.62
1920,400,6.20,6.90,3.30,2.80,6.40,1.00,8.30,0.73
3200,500,8.00,8.70,1.60,6.60,2.00,0.60,9.60,0.78
2560,250,1.50,6.70,6.50,0.50,0.70,0.40,7.40,0.62
3840,400,4.10,4.60,9.60,1.60,1.30,3.30,6.60,0.84
4480,450,5.30,8.00,4.70,0.80,2.20,0.50,0.60,0.67
2560,400,6.80,4.20,8.50,4.80,3.00,3.30,3.30,0.51
5760,100,7.80,4.80,5.50,1.00,3.90,2.10,3.40,0.81
4480,100,8.40,5.20,0.50,5.20,4.60,0.30,3.10,0.69
3840,400,4.90,9.70,0.70,4.80,8.70,0.70,9.30,0.81
2560,250,2.10,6.00,3.30,0.10,5.90,0.50,4.30,0.62
5760,200,5.30,6.40,7.30,3.50,2.20,5.80,3.40,0.65
3200,500,6.20,4.30,2.00,5.60,1.30,0.70,9.00,0.55
3200,400,3.50,9.90,9.20,1.90,1.50,4.40,7.70,0.54
3200,300,5.70,9.10,7.90,2.70,3.10,5.90,6.90,0.56
6400,150,8.90,9.00,3.90,0.60,5.70,2.10,3.00,0.64
3200,200,2.30,6.30,6.50,2.00,0.50,5.10,1.80,0.93
6400,200,2.70,3.80,4.10,1.80,2.20,0.70,8.80,0.77
3840,350,6.80,2.70,1.00,4.30,2.20,0.90,2.80,0.85
3200,500,5.80,3.60,3.20,5.10,1.00,1.00,0.50,0.84
5120,450,1.30,0.80,4.80,0.90,0.70,2.70,8.70,0.56
1280,250,3.70,3.00,8.50,1.60,2.90,2.40,9.40,0.58
5120,450,4.60,8.10,1.60,2.50,3.70,1.60,0.80,0.66
5120,450,6.00,3.90,7.80,4.30,0.30,7.80,4.70,0.73
3200,250,0.30,1.80,7.70,0.30,0.50,5.50,1.70,0.62
4480,400,1.50,8.80,3.30,0.60,2.00,2.00,4.10,0.60
5760,350,3.00,6.10,0.70,0.50,5.90,0.50,9.20,0.56
2560,200,4.30,8.90,8.90,0.60,0.40,0.60,0.90,0.68
2560,500,6.90,4.40,4.20,4.90,3.60,3.80,0.40,0.51
