particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
6400,100,5.00,3.30,4.90,0.30,1.80,3.70,2.70,0.84
3200,500,1.50,7.20,3.70,0.40,6.40,0.90,6.20,0.81
2560,450,6.20,0.30,7.00,5.50,0.10,5.30,6.50,0.51
5760,200,5.70,1.10,2.20,3.10,0.60,0.00,1.40,0.59
3200,350,5.80,8.50,8.50,2.50,0.40,5.90,6.40,0.60
4480,100,3.60,0.10,5.50,2.80,0.10,1.80,8.30,0.53
640,150,7.40,3.60,7.60,5.80,0.90,2.90,5.70,0.86
1920,100,6.20,10.00,8.50,2.50,6.70,7.90,2.40,0.78
4480,150,8.90,6.60,8.60,6.40,6.30,5.00,5.00,0.97
2560,250,8.90,1.50,8.30,7.60,0.10,0.80,6.80,0.98
3200,50,8.40,0.60,8.90,5.10,0.00,6.70,0.70,0.85
3200,50,8.80,5.40,6.60,5.30,1.50,4.70,9.60,0.66
640,100,6.60,6.30,5.90,1.40,3.10,0.50,2.70,0.76
5120,450,8.40,2.20,9.30,7.40,2.20,8.70,8.60,0.70
2560,400,5.90,4.60,2.50,4.30,3.70,1.20,2.20,0.78
5760,350,3.90,5.80,7.80,3.20,4.20,3.30,7.50,0.69
1280,450,2.00,9.90,4.00,1.00,6.70,0.60,4.90,0.68
1920,300,7.00,1.10,4.20,3.30,1.10,3.20,2.50,0.69
2560,250,5.10,3.50,0.20,2.50,1.40,0.20,3.60,0.67
1920,400,1.20,0.20,0.50,0.50,0.20,0.40,7.10,0.91
5760,100,3.30,5.00,7.30,3.00,0.50,6.10,8.40,0.68
1280,200,0.60,1.30,9.20,0.40,0.00,5.80,3.40,0.90
3200,100,7.50,8.00,7.50,4.60,5.10,6.40,7.10,0.75
3200,100,6.00,9.30,2.20,5.40,2.70,2.10,6.40,0.85
1280,250,1.40,0.20,4.70,0.20,0.20,4.30,6.30,0.98
5120,300,8.80,5.20,9.70,3.60,2.60,0.40,1.20,0.95
4480,150,8.60,8.80,1.70,6.00,2.80,0.10,9.40,0.80
1920,500,2.30,9.70,4.10,2.00,0.60,1.80,7.90,0.65
1280,250,8.90,9.60,8.50,5.40,1.10,1.10,9.00,0.92
6400,100,9.50,2.00,4.80,0.60,0.40,1.20,1.70,0.59
5760,300,2.10,0.20,5.20,1.00,0.20,3.10,0.80,0.94
3840,150,9.70,9.90,1.00,3.40,2.00,0.50,2.70,0.70
3840,400,6.80,0.40,9.00,1.40,0.30,8.70,0.70,0.95
1920,400,7.70,7.20,5.70,5.40,1.70,2.20,2.60,0.68
3840,350,3.50,6.90,7.30,1.60,4.50,0.80,3.00,0.78
1280,300,7.30,2.60,8.90,6.50,2.40,1.70,3.90,0.92
1280,50,3.80,3.20,7.40,1.10,0.60,0.40,1.50,0.52
1280,500,1.30,9.90,0.50,0.50,7.90,0.10,2.30,0.51
1920,200,4.10,3.60,3.80,3.50,2.50,0.20,7.20,0.67
1280,300,1.00,8.10,3.90,0.30,0.10,3.80,6.90,0.94
3840,500,9.90,4.60,2.60,5.20,0.80,2.20,6.00,0.88
5120,350,8.80,3.80,6.50,0.30,2.90,5.80,5.90,0.56
5760,300,0.40,3.60,3.30,0.20,0.90,1.10,5.80,0.93
2560,150,5.40,9.80,5.70,0.60,8.00,2.80,1.10,0.67
3200,400,8.30,6.40,8.40,6.00,4.60,2.30,2.90,0.70
5760,200,9.20,4.40,3.20,3.60,1.90,2.00,8.70,0.51
3200,400,9.80,4.50,4.80,7.80,1.30,0.50,5.80,0.59
4480,450,7.50,9.90,2.20,0.70,8.40,1.90,1.50,0.82
5760,250,0.20,9.80,2.70,0.10,8.60,2.10,7.00,0.69
1920,350,7.10,4.60,3.80,6.10,1.50,1.50,5.10,0.59
1280,400,1.20,6.00,1.00,0.60,2.30,0.20,3.60,0.63
5760,200,4.80,7.50,0.60,1.70,4.10,0.20,6.80,0.92
3840,450,4.40,0.60,9.80,4.20,0.10,1.90,2.10,0.77
2560,200,3.00,3.30,8.40,0.30,1.30,3.50,8.70,0.88
3840,500,2.80,6.30,4.00,2.20,0.20,0.90,6.40,0.74
5760,400,7.40,7.30,8.50,0.30,7.30,5.30,9.20,0.87
5120,100,9.70,7.10,2.60,6.40,6.10,2.50,8.80,0.71
3840,350,0.80,5.20,4.50,0.70,0.30,4.10,0.30,0.67
640,100,8.40,5.80,2.30,1.20,1.30,0.90,6.50,0.75
2560,250,0.10,3.80,4.80,0.10,3.30,2.30,0.50,0.95
1920,200,9.80,3.20,9.00,7.00,1.90,2.90,2.90,0.81
4480,200,0.30,7.10,4.90,0.10,0.50,1.40,6.80,0.76
5760,50,2.40,4.50,2.00,0.60,1.80,1.80,4.90,0.51
6400,150,8.40,5.30,5.90,2.50,4.50,0.50,4.50,0.93
2560,250,3.30,6.40,1.80,2.90,1.40,0.80,3.40,0.95
4480,150,3.30,6.00,6.70,0.60,1.60,6.30,4.60,0.86
1280,100,3.00,5.50,0.10,1.30,0.20,0.00,9.80,0.52
5760,300,3.30,4.10,8.40,2.70,0.00,5.20,6.50,0.68
1920,250,7.50,5.80,7.30,1.40,5.30,4.40,5.90,0.74
640,300,1.60,9.50,9.10,0.60,8.90,3.30,3.60,0.57
2560,100,3.00,2.30,9.30,1.90,1.30,8.60,5.60,0.77
1280,350,9.20,5.20,3.80,9.10,4.90,3.50,8.10,0.89
1280,100,5.20,1.80,3.30,0.00,0.40,2.20,8.80,0.85
5120,150,0.90,5.10,5.50,0.40,4.20,3.10,5.10,0.65
1920,500,9.70,3.60,0.90,4.60,2.20,0.60,9.30,0.64
1920,350,9.40,7.90,9.40,4.80,7.70,7.70,2.40,0.74
3840,350,6.90,8.10,1.80,3.00,3.10,1.50,0.60,0.87
640,250,4.40,7.30,3.50,1.50,3.60,0.90,3.00,0.61
3840,350,6.60,0.20,1.80,1.00,0.20,1.30,8.20,0.55
5760,150,9.30,4.90,4.60,9.20,0.60,1.10,5.50,0.84
2560,350,2.60,3.70,7.60,1.60,3.60,2.50,8.00,0.64
1280,400,4.90,1.20,3.80,3.60,0.80,3.00,8.10,0.73
1920,100,8.80,4.60,7.50,7.30,3.20,4.20,6.60,0.57
5120,100,5.60,8.10,0.50,1.60,2.00,0.30,8.60,0.70
1920,400,9.70,7.40,2.60,6.90,4.20,1.80,2.40,0.70
3200,400,3.80,10.00,0.80,3.40,9.30,0.60,0.60,0.59
2560,450,8.70,7.00,5.60,6.90,6.30,3.40,2.50,0.67
3840,450,3.40,7.10,8.10,1.80,3.10,7.60,4.00,0.65
3200,450,3.20,1.60,3.10,2.80,1.00,1.60,6.00,0.50
1280,200,5.60,6.40,3.50,0.00,0.80,2.40,1.10,1.00
3200,500,8.10,5.30,5.20,5.20,4.60,3.50,0.50,0.88
5760,350,3.90,0.80,1.50,0.30,0.00,0.40,4.10,0.82
3200,50,1.40,2.20,0.90,0.60,2.10,0.10,5.30,0.64
640,300,1.30,3.40,7.00,0.90,0.60,6.30,3.10,0.82
4480,100,7.60,9.60,2.20,2.00,7.50,0.70,8.90,0.67
2560,250,9.90,7.90,4.60,8.90,0.50,3.60,9.30,0.83
6400,300,4.00,5.10,4.10,1.30,3.00,3.00,9.60,0.95
5120,500,5.80,6.10,1.40,5.00,4.50,0.50,8.30,0.51
5760,350,5.10,1.00,8.30,0.80,0.80,0.50,1.40,0.54
3840,200,6.20,3.90,7.30,0.10,3.00,0.90,5.00,0.53
