particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
2560,100,7.80,5.00,4.10,6.80,4.00,2.50,5.80,0.60
4480,100,5.30,0.20,9.30,5.00,0.10,9.10,7.60,0.89
3200,400,2.80,4.30,0.10,2.00,2.80,0.10,9.20,0.95
5120,450,6.50,7.00,5.30,0.60,2.70,1.60,8.60,0.63
6400,100,9.00,3.30,8.60,8.60,0.20,6.70,7.30,0.87
5120,200,6.50,1.90,8.30,1.00,0.90,6.60,3.80,0.87
6400,300,5.70,2.20,8.70,2.80,1.40,4.30,8.40,0.53
5120,250,1.80,1.50,4.60,1.00,0.10,0.60,0.70,0.97
5120,300,1.30,8.10,8.10,1.30,0.60,2.40,7.60,0.94
3200,400,2.40,6.50,4.60,1.50,3.40,3.10,5.40,0.80
2560,250,4.30,9.90,0.80,3.10,0.90,0.20,0.20,0.79
6400,100,2.30,0.40,0.20,0.40,0.20,0.10,1.50,0.89
5120,350,2.50,1.10,6.80,0.00,0.40,3.60,3.10,0.75
5760,50,4.90,3.30,6.50,1.20,2.10,5.90,1.00,0.66
640,200,9.60,7.50,6.90,6.20,1.30,2.50,3.70,0.92
2560,250,8.50,2.20,6.80,3.60,1.00,4.00,0.90,0.82
3200,50,7.70,6.50,4.10,4.30,0.20,0.50,7.90,0.77
3200,200,10.00,6.00,0.30,0.50,1.30,0.00,2.60,0.91
640,400,7.20,7.20,8.70,1.60,6.80,8.00,5.90,0.78
4480,300,9.40,3.50,0.30,4.40,0.30,0.20,3.10,0.55
3840,150,7.60,9.80,3.80,0.60,7.50,3.80,4.90,0.99
6400,450,3.20,5.90,9.20,1.70,5.70,2.80,9.70,0.94
1920,150,6.10,3.20,8.30,3.60,3.10,1.20,6.50,0.90
5120,300,5.20,5.60,9.90,0.60,1.50,1.60,0.10,0.73
3200,300,5.10,7.40,2.60,3.90,0.90,0.50,2.40,0.88
4480,400,6.90,0.50,9.00,4.40,0.30,3.00,1.50,0.86
3200,400,6.40,9.00,4.10,6.30,1.00,2.60,0.90,0.65
1920,300,2.40,8.10,4.40,0.60,3.40,4.10,9.10,0.90
1920,50,9.30,6.60,4.90,1.40,0.70,2.30,7.20,0.85
6400,500,9.50,1.80,7.20,1.60,1.40,3.70,5.10,0.51
3840,250,4.30,6.90,1.40,2.20,1.00,0.70,3.30,0.77
4480,500,1.70,3.30,9.40,0.00,2.80,6.40,7.90,0.67
5120,300,0.60,4.90,5.40,0.50,1.20,2.80,4.30,0.54
1280,350,1.60,10.00,3.60,0.40,5.90,0.40,1.80,0.96
2560,500,5.60,7.90,6.70,5.50,1.50,5.30,1.90,0.62
3200,300,2.00,5.10,9.30,1.90,1.00,6.60,6.60,0.59
2560,400,7.30,5.20,3.90,1.00,2.60,1.70,7.50,0.96
4480,200,9.00,0.90,2.70,0.90,0.80,1.10,2.80,0.91
3200,100,4.10,9.30,8.00,3.70,1.10,7.30,8.90,0.57
5760,300,7.10,2.00,8.70,1.00,1.70,7.70,4.10,0.91
5120,500,8.20,9.90,5.30,3.20,6.10,0.20,0.50,0.87
6400,400,5.40,8.20,3.70,5.10,2.50,1.30,9.00,0.89
6400,200,0.80,9.70,5.70,0.20,8.30,1.00,1.00,0.79
3200,400,5.40,8.60,9.70,2.40,5.80,7.20,7.70,0.71
1280,400,3.10,0.40,6.60,0.80,0.40,6.60,7.30,0.54
1280,100,6.10,1.40,3.70,2.90,1.30,0.30,4.40,0.75
4480,300,3.90,1.60,1.00,3.80,0.50,0.70,1.80,0.51
1280,400,1.40,7.70,9.90,0.40,4.10,6.10,2.10,0.51
